nid,categorie,titre,informations,contenu,lat,long,loc_x,loc_y,uuid
61,"Mémoire des lieux","Marguerite d’Youville et les Sœurs Grises de Montréal","En 1737, une jeune veuve et ses compagnes prononcent en secret le vœu de se consacrer pour toujours aux miséreux. Marguerite d’Youville fonde ainsi la communauté des Sœurs de la Charité de Montréal, aussi appelées Sœurs Grises. ","En 1737, une jeune veuve et ses compagnes prononcent en secret le vœu de se consacrer pour toujours aux miséreux. Marguerite d’Youville fonde ainsi la communauté des Sœurs de la Charité de Montréal, communément appelées Sœurs Grises. Dix ans plus tard, en raison de sa compétence et de son sens de l’organisation, Marguerite d’Youville se voit confier, par les Sulpiciens, les rênes de l’Hôpital général de Montréal, dit des frères Charon.

L’établissement, construit sur la pointe à Callière en 1692, est alors en faillite. En plus de s’occuper des vieillards, des infirmes et des miséreux, les Sœurs Grises accueillent les enfants « trouvés » et les mères célibataires. Marguerite d’Youville doit se battre pour son hôpital puisque les autorités souhaitent le fusionner avec celui de Québec. Il faut dire que la société de l’époque ne voit pas d’un bon œil les femmes célibataires subvenant elles-mêmes à leurs besoins. Certains accusent même la communauté, à tort, de poursuivre le trafic d’alcool du défunt mari de Marguerite. En 1753, la religieuse remporte la victoire : le roi signe enfin les lettres patentes de la communauté et officialise le statut de l’établissement. Malheureusement, l’hôpital est ravagé par un incendie en 1765. Marguerite d’Youville meurt peu de temps après, en 1771. La communauté des Sœurs Grises ne disparait pas avec le décès de sa mère fondatrice. D’autres femmes marcheront sur ses pas et plusieurs institutions caritatives venant au secours des miséreux s’établiront à travers le monde.
 
",45.5005531,-73.5549957,300502.1,5040071.6,"45adb13c-d181-41e2-a339-4dcab351ee6b"
25,"Mémoire des lieux","La Compagnie du Grand Tronc de chemin de fer du Canada","La Grand Trunk Railway Company of Canada est une pionnière du réseau de chemins de fer canado-américain. Compagnie britannique, incorporée en 1852, elle choisit d’établir son siège social à Montréal.","La Grand Trunk Railway Company of Canada, couramment appelée le Grand Tronc, est une pionnière du réseau de chemins de fer canado-américain. Incorporée en 1852, cette compagnie britannique établit son siège social à Montréal et crée les premières lignes reliant Montréal au reste de l’Amérique. Sa première ligne relit Montréal à Portland, dans le Maine. Le Grand Tronc est aussi à l’origine d’un des premiers grands ouvrages montréalais : le pont Victoria. À l’époque, c’est le plus long pont ferroviaire jamais construit et il est alors considéré comme la huitième merveille du monde. La compagnie est financée entièrement par des capitaux britanniques placés dans des fonds spéculatifs à la London Stock Exchange. La mauvaise gestion de l’entreprise et les négociations difficiles avec le gouvernement du Canada mènent à une crise financière majeure : le Grand Tronc fait faillite en 1919-1920. Plusieurs investisseurs anglais perdent alors leur fortune, dont Lord Grantham, porté au petit écran dans la série Downtown Abbey. En 1923, le réseau du Grand Tronc est A intégrer à celui de la compagnie du Canadien National. Le Grand Tronc dirige alors près de 125 compagnies de chemins de fer en Amérique du Nord.
",45.4999318,-73.5567351,300366.1,5040002.6,"0f409001-dfc1-45fc-a141-38282ed9489e"
26,"Mémoire des lieux","La place des Commissaires et le marché au foin","Les commissaires, chargés de la démolition des fortifications, acquièrent, en 1809, des terrains hors des murs pour ouvrir une place publique qui sera nommée place des Commissaires. Elle sera plus tard agrandie et deviendra le square Victoria.","En 1809, les commissaires chargés de la démolition des fortifications, en ruine depuis la Conquête, acquièrent des terrains à l’extérieur de la vieille ville afin d’ouvrir une place publique. Le marché au foin, tenu sur la place d’Armes, est déplacé sur la nouvelle place des Commissaires. Des résidences et des étables bordent l’espace pendant que la rivière Saint-Martin, au nord, limite le développement de la ville. En 1824, le cours d’eau est remblayé afin de laisser cours aux activités marchandes. Plusieurs institutions religieuses s’établissent alors en périphérie. En 1841, la Ville procède à l’acquisition de deux terrains situés au nord de l’ancienne rivière, pavant ainsi la voie à l’extension de la place des Commissaires qui deviendra le square Victoria.
",45.5012826,-73.5608804,300042.3,5040153,"afcf4703-6f70-4e08-b7e6-80357ce08c0b"
27,"Mémoire des lieux","L’allégeance à la reine Victoria","Un pont, un square, une avenue, trois rues, deux monuments et une station de métro rendent hommage à la reine Victoria. Sous son règne, la métropole connait une période de grande croissance. ","Un pont, un square, une avenue, trois rues, deux monuments et une station de métro rendent hommage à la reine Victoria. Sous son règne, la métropole connait une période de grande croissance. Le pont Victoria, un chef d’œuvre d’ingénierie, est source de fierté pour tout le Commonwealth. Lors de son inauguration en 1860, en prévision de la visite du prince de Galles, un palais de cristal, inspiré du Crystal Palace de Hyde Park, à Londres, est érigé au cœur de la New Town, rue Sainte-Catherine. La place des Commissaires est aussi transformée en square-jardin pour l’occasion et prend l’appellation de square Victoria. En 1872, Lord Dufferin, gouverneur général du Canada, dévoile au square Victoria un monument en hommage à la reine Victoria, œuvre du sculpteur anglais Marshall Wood.
",45.5014189,-73.5615832,299987.4,5040168.2,"75f34a2c-3c92-4ca0-a3b2-0540155f6765"
28,"Mémoire des lieux","La rue Saint-Jacques, la « Wall Street » du Canada","Pendant un siècle, des années 1850 à 1950, la rue Saint-Jacques est connue comme le cœur des affaires de Montréal et la Wall Street du Canada.","À la suite de la démolition des fortifications, au début du 19e siècle, on élargit de 60 pieds (18,3 m) la petite rue résidentielle qu’est alors Saint-Jacques, ce qui lui vaudra l’appellation de « grande rue Saint-Jacques » ou « Great St. James Street ». L’arrivée, dans les années 1840, de la Banque de Montréal sur la place d’Armes amorce la transformation de tout le secteur. Les grandes institutions financières y installent leur siège social. Pendant un siècle, des années 1850 à 1950, la rue Saint-Jacques est connue comme le cœur des affaires de Montréal et la Wall Street du Canada. Les édifices de la Banque Molson, de la CIBC, de la Royale ou encore de la Merchant’s figurent parmi les exemples les plus significatifs d’une architecture monumentale. Au fil du temps, plusieurs journaux montréalais s’y établiront également, comme The Montreal Star et La Patrie. Au tournant des années 1960, la rue connait un déclin provoqué par l’émergence d’un nouveau centre-ville autour de la Place Ville Marie et de la croissance économique de Toronto.
",45.5014311,-73.5602877,300088.6,5040169.5,"e12e62a8-593b-4995-88b7-7d723864a5f9"
64,"Mémoire des lieux","Le Quartier international de Montréal","Le Quartier international de Montréal est un secteur du quartier des affaires qui réunit de nombreux sièges sociaux d’organisations internationales dans un cadre urbain de grande qualité.","Le Quartier international de Montréal est un secteur du quartier des affaires qui réunit de nombreux sièges sociaux d’organisations internationales dans un cadre urbain de grande qualité. L’idée de développer un secteur international à Montréal nait en 1986 à l’occasion du Sommet économique de Montréal. Regroupés au sein de l’Association des riverains du Quartier international de Montréal, des propriétaires immobiliers investissent plus de 8 millions de dollars dans le domaine public par le biais d’une taxe de répartition locale volontaire. Le projet se concrétise au début des années 2000 avec le recouvrement de l’autoroute Ville-Marie, l’agrandissement du Palais des congrès de Montréal, la construction du Centre CDP Capital (devenu l’Édifice Jacques-Parizeau), la création de la place Jean-Paul-Riopelle ainsi que la réfection et l’aménagement du domaine public (trottoirs de granit, mobilier urbain signé Michel Dallaire, rénovation du square Victoria) et du réseau souterrain.
",45.5017516,-73.5620646,299949.8,5040205.2,"2dade25e-a00a-4c76-8bfc-9058d952ac8d"
63,"Mémoire des lieux","La Tour de la Bourse et les liens avec le Vatican","La Tour de la Bourse, Place Victoria a été édifiée en 1964. Financée par une société détentrice d’importants fonds du Vatican, cette œuvre a été réalisée par l’architecte Luigi Moretti et le célèbre ingénieur Pier Luigi Nervi, tous deux de nationalité italienne.","Le projet initial de 1961 comprenait trois tours identiques de 51 étages avant d’être réduit à deux tours distinctes, une logeant des bureaux, l’autre, un hôtel. La Tour de la Bourse (800, rue du Square-Victoria), comptant 47 étages, est l’œuvre de l’architecte Luigi Moretti (auteur du Watergate Complex à Washington) et du célèbre ingénieur Pier Luigi Nervi (auteur de la tour Pirelli à Milan et du Palais des sports à Rome). Une architecture, remarquable, caractérisée par des lignes brisées et des angles de béton légèrement inclinés. Le projet a été mené et financé par la Società Generale lmmobiliare de Rome, le plus important conglomérat de construction et de développement italien de l’époque, dont le principal actionnaire est le Vatican. Cette société est mise en vedette dans le film Le Parrain III sous le nom d’« Internazionale Immobiliare ».
",45.5008041,-73.5616274,299983.9,5040099.9,"3dba7812-db8f-45a2-859b-34d8956008e9"
29,"Mémoire des lieux","L’émeute Gavazzi : un affrontement tragique sur la corruption de Rome","Le lieu dit Church Corner a souvent été le théâtre de conflits entre croyants de différentes confessions religieuses. L’émeute Gavazzi, en 1853, en est un. Elle marque l’un des épisodes les plus sanglants de l’histoire montréalaise.","Le « Church Corner » a souvent été le théâtre de conflits entre croyants de différentes confessions religieuses. L’émeute Gavazzi, en 1853, est l’un des épisodes les plus sanglants de l’histoire montréalaise. Le 9 juin 1853, le révérend Alessandro Gavazzi, prêtre, antipapiste et anti-catholique, prononce un prêche sur la corruption de Rome à la Zion Congregational Church. Un groupe opposé, composé surtout de catholiques irlandais, interrompt l’allocution. S’ensuit un attroupement qui dégénère en affrontements violents. Le 26e régiment est appelé en renfort pour séparer les belligérants. Des coups de feu se font entendre et les militaires tirent sur la foule. Encore aujourd’hui, personne ne sait qui en a donné l’ordre. Le résultat : une dizaine de morts et une trentaine de blessés.
",45.501871,-73.5634232,299843.6,5040218.5,"1ded5d5a-56b1-48f4-a863-4926cee5ffa9"
30,"Mémoire des lieux","Le « Church Corner » et la vue carte postale","Vers 1850, quatre églises sont édifiées à l’angle de la côte du Beaver Hall et de la rue De La Gauchetière. Le lieu porte le nom de Church Corner. Cette multiplication de clochers rythme le paysage et marque la présence religieuse dans la ville.","Au milieu du 19e siècle, les congrégations religieuses délaissent leurs vieux bâtiments situés près de la place d’Armes, dans la vieille ville, pour s’établir au pied de la côte du Beaver Hall. Elles anticipent le déplacement de la population vers la New Town (actuel centre-ville) et s’assurent ainsi d’occuper une position stratégique sur le parcours des citoyens et le paysage urbain. Avec l’église Saint-Patrick qui domine la ville, le secteur est peu à peu connu sous le nom de Church Corner. Les nombreuses photos des cartes postales prises depuis le square Victoria illustrent à merveille cette idée de « ville aux cent clochers ».
",45.5022761,-73.5642251,299781,5040263.6,"1d71a8ca-bd98-46a3-b2fd-8409ced1013c"
65,"Mémoire des lieux","Le Vauxhall de Montréal, grand lieu d’amusement","À la fois parc d’attractions, zoo, salle de danse, taverne et restaurant, le Vauxhall de Montréal, ouvert en 1781, est le plus ancien lieu d’amusement de la ville.","À la fois parc d’attractions, zoo, salle de danse, taverne et restaurant, le Vauxhall de Montréal, ouvert en 1781, est le plus ancien lieu d’amusement de la ville. Inspiré par le Vauxhall de Londres, l’hôtelier John Franks achète une grande étendue de terre sur le terrain pentu et le plateau se prolongeant au nord-ouest de la ville, pour en faire un complexe de divertissement. Le site comprend aussi un magnifique jardin composé de kiosques, de pavillons, de serres, de vergers, d’un carrousel et d’un théâtre de marionnettes. La nuit, le Vauxhall s’anime et se transforme : Montréalais et touristes profitent de fêtes nocturnes, avec feux d’artifice et illuminations.

Malheureusement, le Vauxhall ferme après seulement sept ans d’existence. L’établissement est acheté, en 1789, par Richard Dillon, ancien valet de Lord Dorchester, tavernier et hôtelier à la place d’Armes. Dillon convertit le Vauxhall en hôtel, mais il est incapable de le rentabiliser. En 1792, il cède la propriété – 20 arpents de terre plantés d’arbres fruitiers et de plusieurs bâtiments, dont deux grandes maisons – au « baron » de la fourrure, Joseph Frobisher.
 
",45.5024425,-73.5648273,299733.9,5040282.1,"dde561aa-8e05-4474-873f-9e20c843665b"
31,"Mémoire des lieux","La Compagnie du Nord-Ouest et le « Beaver Club » de Joseph Frobisher","Fondé en 1785 par Joseph Frobisher, le « fastueux baron », le Beaver Club regroupe, à l’origine, les négociants qui passent l’hiver dans les pays d’en haut, c’est-à-dire à l’ouest des Grands Lacs.","Fondé en 1785, le Beaver Club regroupe, à l’origine, les négociants qui passent l’hiver dans les pays d’en haut, c’est-à-dire à l’ouest des Grands Lacs. Les dix-neuf membres, parmi lesquels les explorateurs Simon Fraser et Alexander Mackenzie, sont tous affiliés à la Compagnie du Nord-Ouest, une entreprise engagée dans la traite des fourrures.

Frobisher, cofondateur de la compagnie, achète l’ancienne propriété de Richard Dillon et ouvre le manoir Beaver Hall. Dans la lignée du défunt Vauxhall, le manoir devient le siège de dîners somptueux et le rendez-vous par excellence de l’élite financière et politique. Frobisher y reçoit les dignitaires religieux et de l’État, de l’armée et de la marine, les juges, les avocats, les représentants des familles seigneuriales et les marchands de fourrure. L’homme d’affaires Joseph Masson, qui occupera le poste de vice-président à la Banque de Montréal et sera le premier millionnaire de langue française au Canada, fréquente aussi l’endroit. Il surnomme Frobisher le « fastueux baron ». L’actuel Beaver Club, restaurant gastronomique prestigieux tenu par l’hôtel Reine-Élizabeth, fait écho à cet ancien club privé.
",45.5026342,-73.565129,299710.4,5040303.5,"52e4cb71-a166-4593-99ba-7c13be2ad593"
32,"Mémoire des lieux","Les œuvres des Sœurs grises et la paroisse Saint-Patrick","Les Sœurs Grises sont intimement liées à l’histoire de l’église et de la paroisse Saint-Patrick. Plusieurs institutions caritatives et éducatives seront sous leur responsabilité pendant un siècle.","Les Sœurs Grises sont intimement liées à l’histoire de l’église et de la paroisse Saint-Patrick. Plusieurs institutions caritatives et éducatives seront sous leur responsabilité pendant un siècle, dont l’orphelinat Saint-Patrick, érigé entre 1849 et 1851. La bâtisse occupe la partie nord-ouest de l’îlot Saint-Patrick, un lot du domaine de la succession de Rocheblave acquise par les Sulpiciens.

Le St. Bridget’s Refuge est ouvert en 1869 sur la rue De La Gauchetière. Il sert d’hospice pour les vieillards pauvres, les jeunes filles irlandaises sans travail et autres nécessiteux. Piloté par le père Patrick Dowd, le refuge demeure sous la responsabilité des Sœurs Grises jusqu’en 1944, alors qu’elles ne comptent plus suffisamment de membres pouvant s’exprimer en anglais et ainsi répondre aux besoins de la communauté ciblée, essentiellement anglophone. Les Sœurs de la Providence prennent la relève et poursuivent cette mission. Le refuge est démoli dans les années 1980, mais ses ruines sont encore bien visibles dans l’espace vert situé au pied de l’église.
",45.5027724,-73.5640749,299792.8,5040318.8,"734cdebf-5bce-4858-93e8-59d68ecfefeb"
33,"Mémoire des lieux","Les Sulpiciens et l’implantation stratégique de la basilique Saint-Patrick","Afin de répondre aux besoins de la communauté irlandaise et ainsi étendre l’influence de la religion catholique, les Sulpiciens construisent l’église Saint-Patrick entre 1843 et 1847.","Afin de répondre aux besoins de la communauté irlandaise, les Sulpiciens construisent l’église Saint-Patrick entre 1843 et 1847. Dès 1840, les Sulpiciens réservent un vaste terrain pour y développer cette paroisse. Le projet s’inscrit dans la vision de Mgr Bourget qui veut favoriser le rayonnement de la présence catholique à Montréal par l’implantation de monuments religieux à différents endroits stratégiques sur le territoire de la ville. La paroisse sera florissante et de nombreuses institutions caritatives et éducatives qui lui sont associées s’établiront dans le voisinage.

L’église Saint-Patrick est érigée au haut de la terrasse De La Gauchetière pour profiter d’un panorama sur la ville et être visible de toute part. Construite à la limite de la ville de l’époque, elle fait face à l’église Notre-Dame et au Vieux-Séminaire-de-Saint-Sulpice, ce qui explique son orientation. Pour sa part, le parcours irrégulier de la rue De La Gauchetière témoigne du développement faubourien hors les murs et de l’absence d’une planification d’ensemble.
",45.503404,-73.5644102,299766.6,5040389,"9ebde372-c27e-42c2-9fa1-f16aca9571bb"
34,"Mémoire des lieux","La Maison du Commerce","Inaugurée en 1967, la Maison du commerce (1080, côte du Beaver Hall) évoque les ambitions du Montréal moderne et l’envie partagée des hommes d’affaires francophones et anglophones de se doter d’un siège prestigieux. ","Lancé sous le nom de « Commerce House », ce projet conjoint de la Chambre de commerce du district de Montréal et du Montreal Board of Trade propose la construction d’un bâtiment ultramoderne destiné au développement du bien-être social, économique et civique de Montréal. Le maire de l’époque, Jean Drapeau, y voit une collaboration inédite entre les francophones et les anglophones. Les deux organismes bénéficient de leur salle à manger respective, chacune fonctionnant comme un club privé, mais ils partagent six étages de salles de conférence et de salons de réception. Ces lieux de rencontre et de représentation sont situés aux étages 4, 5 et 6, qui sont marqués par une discontinuité dans la façade : cette partie, aujourd’hui vitrée, prenait en effet la forme d’une masse opaque, qui conférait un caractère secret à ses fonctions.
",45.502435,-73.5651854,299706,5040281.3,"62663436-a034-414b-a2db-4dc4c04b12d0"
35,"Mémoire des lieux","Les artistes du Groupe de Beaver Hall","Le Groupe de Beaver Hall est un regroupement d’artistes ayant contribué à moderniser la peinture canadienne dans les années 1920. Ces artistes ont peint de nombreuses scènes du paysage urbain montréalais.","Dans les années 1920, les artistes se montraient très critiques à l’égard de l’Art Association of Montreal, l’ancêtre du Musée des Beaux-Arts de Montréal. L’un des membres fondateurs du Groupe des Sept, l’artiste A.Y. Jackson, par exemple, la décrivait comme un club privé de riches anglophones préférant la peinture hollandaise de la fin du 19e siècle aux œuvres modernes canadiennes. Les terrasses d’habitations autour du square Beaver Hall étaient occupées par plusieurs artistes tels que Maurice McCullen, G. Horne Russell, Gertrude Des Clayes, Lilias Torrance Newton et Anne Savage. En 1920, ils fondent une association, The Beaver Hall Square Group, reconnue comme l’équivalent du Groupe des Sept de Toronto, un regroupement d’artistes célèbre pour ses peintures de paysages canadiens. Les membres du groupe montréalais partagent un studio au 305 de la côte du Beaver Hall et cherchent à sensibiliser le public à l’art canadien. Ces artistes ont peint de nombreuses scènes du paysage urbain montréalais et apporté une contribution significative à l’histoire de l’art canadien.
",45.5027357,-73.5654308,299686.8,5040314.8,"6e584d72-e9f8-4816-b1aa-6962be6c0bf4"
36,"Mémoire des lieux","L’oratoire Saint-Joseph et sa vitrine au centre-ville","En 1982, le square Beaver Hall est rebaptisé place du Frère-André afin d’honorer la mémoire du fondateur de l’oratoire Saint-Joseph, béatifié par le pape Jean-Paul II, le 23 mai de la même année.","En 1982, le square Beaver Hall est rebaptisé place du Frère-André afin d’honorer la mémoire du fondateur de l’oratoire Saint-Joseph, béatifié par le pape Jean-Paul II, le 23 mai de la même année. Par ce changement toponymique et le réaménagement du lieu en 1986, le maire de l’époque, Jean Drapeau, y voit une occasion de promouvoir l’Oratoire au centre-ville de Montréal. La sculpture, œuvre de l’artiste Émile Brunet, a été commanditée par l’oratoire Saint-Joseph. Elle y présente le frère André portant son habit de la congrégation de Sainte-Croix, humble et près des gens.

Le frère André est une figure connue du monde religieux pour ses nombreux miracles comme guérisseur. À noter que l’édifice Crane (1175, avenue Union) appartient à la Corporation Immobilière Frère André. Ce magnifique édifice de style Art déco a été construit en 1922 pour abriter les bureaux et les salles d’exposition de l’entreprise de plomberie Crane ltée, dont les usines se situaient dans la rue Saint-Patrick, devant le canal de Lachine.
",45.5033053,-73.5666177,299594.1,5040378.1,"7ad3faf9-ec75-4078-be12-f747a959db8a"
37,"Mémoire des lieux","Les tailleurs de la place Phillips","L’édifice le plus ancien du lotissement connu comme le plan Phillips (1178-1184, place Phillips) a été occupé pendant plusieurs décennies par Charles Johnson & Son, un tailleur spécialisé dans le kilt écossais.","L’édifice le plus ancien du lotissement connu comme le plan Phillips (1178-1184, place Phillips) a été occupé pendant plusieurs décennies par Charles Johnson & Son, un tailleur spécialisé dans le kilt écossais. La boutique a fermé ses portes en 2007.

L’édifice voisin (1172, place Phillips), construit en 1890, est lui aussi occupé par un tailleur, Roland Dagenais, et ce, depuis 1953. L’entreprise s’est établie dans le secteur en 1938. En 1961, l’intérieur de l’édifice de la place Phillips est complètement transformé avant d’être doté d’une nouvelle façade de briques orangées. En fait, il s’agissait d’une ruse du propriétaire pour camoufler la démolition déguisée et contourner les règles d’urbanisme en vigueur. L’entrée, de plain-pied, se prête davantage au commerce que l’ancienne typologie résidentielle. La présence de l’enseigne « r. dagenais » témoigne, encore aujourd’hui, de la persistance de l’entreprise familiale, maintenant gérée par Roland Dagenais Jr.
",45.5032311,-73.5671286,299554.2,5040369.9,"2491eb49-a9f0-4078-be02-28a1fcb7e999"
38,"Mémoire des lieux","Le Krausmann’s Lorraine Cafe and Grill","L’édifice Dubrûlé, construit par le célèbre architecte Ernest Cormier, a accueilli le Krausmann’s Lorraine Cafe and Grill, l’un des restaurants les plus reconnus du Montréal des années 1920 et 1930.","Le square Phillips est un lieu très achalandé dans la première partie du 20e siècle. L’édifice Dubrûlé, construit par le célèbre architecte Ernest Cormier, a accueilli le Krausmann’s Lorraine Cafe and Grill, l’un des restaurants les plus reconnus de la ville dans les années 1920 et 1930. En 1922, le restaurant de cuisine allemande ouvre ses portes au 1193 de la place Phillips. Sous la devise Famous for Food, Choice Wines and Specially Brewed Beer, il offre aussi des diners et des soupers-spectacles. Il se transforme en cabaret dans les années 1930 et ferme une vingtaine d’années plus tard. L’institution renait au milieu des années 1980 au 1093 de la côte du Beaver Hall, dans le restaurant Brisket Montréal Salon Krausmann, dont les spécialités sont le smoked meat, sandwich à la viande fumée, et le pied de porc mariné.
",45.503686,-73.5675658,299520.1,5040420.5,"522cb99a-b02a-4b74-baef-4c1011c05122"
39,"Mémoire des lieux","La tragédie du Blue Bird-Wagon Wheel","Le 1er septembre 1972, un incendie criminel au café-restaurant Blue Bird et au bar Wagon Wheel (1127, avenue Union) cause la mort de 37 personnes. ","Le 1er septembre 1972, un incendie criminel allumé dans l’escalier extérieur du café-restaurant Blue Bird et du bar Wagon Wheel (1127, avenue Union) cause la mort de 37 personnes. C’est l’une des pires tragédies du 20e siècle survenues à Montréal. En 2012, une plaque commémorative sobre, en granit noir cambrien, sera apposée sur la façade, square Phillips, face à la rue Cathcart. Les noms des 37 victimes de l’incendie y sont inscrits. Le site de l’ancien Blue Bird est demeuré vacant pendant près de 45 ans. Un immeuble en copropriété y sera inauguré en 2018.
",45.502873,-73.5676369,299514.4,5040330.2,"88efc4e5-80ba-4d64-979d-58d81047903c"
40,"Mémoire des lieux","La confiserie d’Alfred Joyce, pionnier de la commercialisation du centre-ville","En 1861, le confiseur Alfred Joyce déménage sa boutique sur la rue Sainte-Catherine, à l’angle nord-est du square Phillips, marquant le déplacement du cœur commercial de Montréal, du Downtown (Vieux-Montréal) à la nouvelle Uptown (centre-ville).","En 1861, le confiseur Alfred Joyce déménage sa boutique dans la rue Sainte-Catherine, à l’angle nord-est du square Phillips, marquant le déplacement du cœur commercial de Montréal de ce qu’on appelait Downtown, Vieux-Montréal, à la nouvelle Uptowncentre-ville. La commercialisation du centre-ville s’orchestre autour du square Phillips. En 1878, l’élégante boutique se déplace de nouveau, au sud du square cette fois, dans une grande maison urbaine au toit mansardé et à la façade de pierre calcaire. Ce majestueux édifice du réputé architecte Alexander C. Hutchison se démarque par sa superficie et sa prestance, s’insérant dans le secteur du square Phillips reconnu, entre 1850 et 1880, comme un quartier de prestige. La boutique d’Alfred Joyce, importateur de chocolat, traiteur haut de gamme et pâtissier, est louangée par le quotidien The Gazette en ces termes : Lovers of fine foods agreed that a morsel from Joyce’s was like sipping pure nectar. Mr. Joyce billed himself as a ‘‘high-class caterer’’ and a ‘‘high-class confectioner’’.
",45.5034492,-73.568282,299464.1,5040394.2,"3ac3ce64-3e28-4928-b608-75941d7075fd"
41,"Mémoire des lieux","La place de la Victoire et les guerres mondiales","Dans la première moitié du 20e siècle, le square Phillips est le théâtre de plusieurs célébrations, commémorations et évènements rappelant la participation canadienne aux deux guerres mondiales.","Dans la première moitié du 20e siècle, le square Phillips est le théâtre de plusieurs célébrations, commémorations et évènements rappelant la participation canadienne aux deux guerres mondiales.

En 1944, sur proclamation du maire Adhémar Raynault, le square est temporairement renommé place de la Victoire pour la durée de la campagne du VIIe emprunt. À cette époque, le gouvernement fédéral lançait des campagnes d’emprunt, modes de financement populaire qui lui permettaient d’amasser des fonds afin d’investir dans l’effort de guerre. Pour cette collecte de 1944, des installations temporaires sont érigées au centre du square, devant le monument Édouard VII, sous l’inscription « Buy Victory Bonds ».
",45.503906,-73.5689177,299414.4,5040445,"bf3e7803-a8f4-4180-9baa-d42629a470bf"
66,"Mémoire des lieux","Une entente cordiale et une controverse autour du monument Édouard VII","Le monument Édouard VII occupe une position prédominante dans le square Phillips. Il témoigne de l’enthousiasme patriotique des Canadiens, particulièrement des anglophones, pendant la Première Guerre mondiale.","Le monument Édouard VII occupe une position prédominante dans le square Phillips. Il témoigne de l’enthousiasme patriotique des Canadiens, particulièrement des anglophones, pendant la Première Guerre mondiale. Inaugurée en 1914, cette œuvre du célèbre sculpteur Louis-Philippe Hébert a été réalisée grâce à une souscription publique. Le monument rend hommage à Édouard VII, roi francophile et père de l’Entente cordiale conclue en 1914 entre la France et l’Angleterre. L’œuvre représente également les quatre plus grandes communautés européennes présentes à Montréal et au Canada à l’époque : anglaise, française, écossaise et irlandaise. Quatre allégories décrivent les visions et les actions du conciliateur : la paix armée, la prospérité, la bonne entente entre les peuples et le génie de la liberté. Voulant augmenter la visibilité du monument, le duc de Connaught, membre de la famille royale britannique, exige l’abattement d’une trentaine de vieux arbres présents sur le square. La Commission des parcs de la ville s’attèle à la tâche durant la nuit, à l’insu des citoyens, ce qui entrainera de vives protestations.
",45.5037349,-73.5685502,299443.1,5040426,"62b81b29-2bdd-4a29-8bb3-732907bb93b8"
42,"Mémoire des lieux","Morgan’s à La Baie d’Hudson","En 1850, les frères Henry et James Morgan fondent la Henry Morgan & Company et s’établissent au square Victoria. Touché par la grande inondation de 1886, le magasin Morgan’s déménage au square Phillips en 1891.","En 1850, les frères Henry et James Morgan fondent leur propre compagnie, la Henry Morgan & Company, et établissent leur magasin au square Victoria. L’entreprise est gravement affectée par la grande inondation de 1886, car l’immeuble subit d’importantes pertes matérielles, entrainant de lourdes pertes financières. Les frères constatent également un déplacement de leur clientèle vers les nouveaux secteurs résidentiels de l’Uptown, ou New Town (centre-ville), en haut de la côte du Beaver Hall. Par conséquent, en 1891, Morgan’s déménage au square Phillips, s’inscrivant dans la mouvance de l’ouverture des grands magasins dans ce secteur. L’édifice monumental en grès rouge, nommé la Colonial House, borde majestueusement le front nord du square Phillips. Sa construction entraîne la démolition des terrasses d’habitation datant des années 1850, dont la maison de John Lovell, l’un des plus importants imprimeurs et éditeurs du Canada, qui accueillera aussi Jefferson Davis, le président des États confédérés des États-Unis. Morgan’s Department Store est vendu à la Compagnie de la Baie d’Hudson en 1960, mais conserve son appellation jusqu’en 1972.
",45.5041099,-73.569088,299401.1,5040467.7,"24705a29-9b8c-4718-a74f-2b3ec1bcaf56"
67,"Mémoire des lieux","Le studio du photographe William Notman","William Notman (1826-1891) est l’un des photographes les plus célèbres de Montréal. Deux de ses studios étaient situés dans le secteur du square Phillips.","William Notman (1826-1891) est l’un des photographes les plus célèbres de Montréal. Deux de ses studios étaient situés dans le secteur du square Phillips : le premier, au 14 de la rue du Square-Phillips, entre 1893 et 1913; le second, au 79 de l’avenue Union, face à la cathédrale Christ Church, entre 1913 et 1924 (selon l’ancienne numérotation des adresses).

Les premiers grands mandats de Notman consistent à documenter la construction du pont Victoria pour la Compagnie du Grand Tronc de chemin de fer du Canada. L’entourage de la reine Victoria apprécie grandement son travail et le nomme photographe de la reine.

Pionnier de la photographie en Amérique du Nord, Notman a ouvert une vingtaine de studios à travers le continent et a été primé à plusieurs reprises lors d’expositions internationales. Notman a su capter, entre 1856 et 1891, le quotidien des citoyens et des villes de même que de grands paysages canadiens. Son exceptionnelle collection de photographies est préservée au musée McCord.
 
",45.5042979,-73.5701394,299319,5040488.7,"39a56404-6c31-41a1-b072-6a51bf385bfa"
